hs_code,HS_NAME,FIPS,LOCALE,HS_STATE,CBSA,NMCBSA,CSA,NMCSA,sem_5,sem_6,sem_8,sem_9,sem_11,sem_12,sem_14,sem_15,sem_17,sem_18,sem_20,sem_21,sem_23,sem_24,sem_26,sem_27,sem_29,sem_30,sem_32,sem_33
N-54049,HS_OUTSIDE_US_UNDETERMINED,NA,NA,NA,NA,NA,NA,NA,5,0,10,1,12,1,9,0,6,1,13,1,10,0,10,0,0,0,0,0
N-54060,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
N010328,HOOVER HIGH SCHOOL,F01073,21,AL,13820,"Birmingham, AL",142,"Birmingham-Cullman-Talladega, AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N011345,MADISON COUNTY HIGH SCHOOL,F01089,41,AL,26620,"Huntsville, AL",290,"Huntsville-Decatur-Albertville, AL-TN",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N012648,SPARKMAN HIGH SCHOOL,F01089,21,AL,26620,"Huntsville, AL",290,"Huntsville-Decatur-Albertville, AL-TN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N020028,WEST VALLEY HIGH SCHOOL,F02090,13,AK,21820,"Fairbanks-College, AK",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N020037,MONROE CATHOLIC JR-SR HS,F02090,NA,AK,21820,"Fairbanks-College, AK",N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N020075,KODIAK HIGH SCHOOL,F02150,33,AK,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N020365,SOUTH ANCHORAGE HIGH SCHOOL,F02020,11,AK,11260,"Anchorage, AK",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N030047,SETON PREPARATORY HIGH SCHOOL,F04013,NA,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N030062,HAMILTON HIGH SCHOOL,F04013,11,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N030103,COCONINO HIGH SCHOOL,F04005,13,AZ,22380,"Flagstaff, AZ",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030124,FOUNTAIN HILLS HIGH SCHOOL,F04013,21,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N030128,GANADO HIGH SCHOOL,F04001,43,AZ,N,Non_CBSA,N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030144,DEER VALLEY HIGH SCHOOL,F04013,21,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030260,PEORIA HIGH SCHOOL,F04013,21,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030328,DESERT VISTA HIGH SCHOOL,F04013,11,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030348,QUEEN CREEK HIGH SCHOOL,F04013,21,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N030517,IRONWOOD RIDGE HIGH SCHOOL,F04019,41,AZ,46060,"Tucson, AZ",536,"Tucson-Nogales, AZ",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
N030581,BOULDER CREEK HIGH SCHOOL,F04013,21,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N030619,WILLIAMS FIELD HIGH SCHOOL,F04013,NA,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N030652,BASIS PEORIA,F04013,21,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N030660,BASIS SCOTTSDALE,F04013,12,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030661,NOTRE DAME PREPARATORY,F04013,12,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N030697,GLENDALE PREPARATORY ACADEMY,F04013,NA,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030742,BASIS PHOENIX,F04013,11,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N030746,UNIVERSITY HIGH SCHOOL,F04013,21,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N030770,MADISON HIGHLAND PREPARATORY,F04013,NA,AZ,38060,"Phoenix-Mesa-Chandler, AZ",429,"Phoenix-Mesa, AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N040004,BENTONVILLE WEST HIGH SCHOOL,F05007,41,AR,22220,"Fayetteville-Springdale-Rogers, AR",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N040175,BENTONVILLE HIGH SCHOOL,F05007,13,AR,22220,"Fayetteville-Springdale-Rogers, AR",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N040277,HAAS HALL ACADEMY-BENTONVILLE,F05007,NA,AR,22220,"Fayetteville-Springdale-Rogers, AR",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N040770,FAYETTEVILLE SENIOR HIGH SCHOOL,F05143,12,AR,22220,"Fayetteville-Springdale-Rogers, AR",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N041422,LITTLE ROCK CENTRAL HIGH SCHOOL,F05119,12,AR,30780,"Little Rock-North Little Rock-Conway, AR",340,"Little Rock-North Little Rock, AR",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N041453,LITTLE ROCK CHRISTIAN ACADEMY,F05119,NA,AR,30780,"Little Rock-North Little Rock-Conway, AR",340,"Little Rock-North Little Rock, AR",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N041560,MARION SENIOR HIGH SCHOOL,F05035,21,AR,32820,"Memphis, TN-MS-AR",368,"Memphis-Clarksdale-Forrest City, TN-MS-AR",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N042147,HAR-BER HIGH SCHOOL,F05143,13,AR,22220,"Fayetteville-Springdale-Rogers, AR",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N042168,ROGERS HERITAGE HIGH SCHOOL,F05007,13,AR,22220,"Fayetteville-Springdale-Rogers, AR",N,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N042280,SILOAM SPRINGS HIGH SCHOOL,F05007,41,AR,22220,"Fayetteville-Springdale-Rogers, AR",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N042465,TUCKERMAN HIGH SCHOOL,F05067,42,AR,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N042530,VILONIA HIGH SCHOOL,F05045,42,AR,30780,"Little Rock-North Little Rock-Conway, AR",340,"Little Rock-North Little Rock, AR",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050003,AGOURA HIGH SCHOOL,F06037,22,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N050005,ALAMEDA HIGH SCHOOL,F06001,21,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N050006,OAK PARK HIGH SCHOOL,F06111,22,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N050015,ENCINAL HIGH SCHOOL,F06001,21,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N050140,LA SIERRA ACADEMY,F06065,NA,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N050181,BUHACH COLONY HIGH SCHOOL,F06047,22,CA,32900,"Merced, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050196,LIBERTY HS,F06029,11,CA,12540,"Bakersfield-Delano, CA",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050209,CENTENNIAL HIGH SCHOOL,F06029,11,CA,12540,"Bakersfield-Delano, CA",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N050225,BALDWIN PARK HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050310,ST MARY'S COLLEGE HIGH SCHOOL,F06001,NA,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N050345,BISHOP UNION HIGH SCHOOL,F06027,NA,CA,13860,"Bishop, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N050420,VINCENT MEMORIAL CATHOLIC HIGH SCHOOL,F06025,NA,CA,20940,"El Centro, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N050470,ARMY & NAVY ACADEMY,F06073,NA,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
N050527,CERRITOS HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N050550,SHERMAN E BURROUGHS HIGH SCHOOL,F06029,41,CA,12540,"Bakersfield-Delano, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N050555,CHINO HIGH SCHOOL,F06071,13,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N050563,RUBEN S AYALA SR HIGH SCHOOL,F06071,21,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N050700,COVINA HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N050718,CUPERTINO HIGH SCHOOL,F06085,13,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N050724,THE ATHENIAN SCHOOL,F06013,NA,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050725,SAN RAMON VALLEY HIGH SCHOOL,F06013,21,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N050727,MONTE VISTA HIGH SCHOOL,F06013,21,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N050729,DANA HILLS HIGH SCHOOL,F06059,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050748,DIAMOND BAR HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050765,DOS PALOS HIGH SCHOOL,F06047,32,CA,32900,"Merced, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N050784,DUBLIN HIGH SCHOOL,F06001,22,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050800,DESERT HIGH SCHOOL,F06029,42,CA,12540,"Bakersfield-Delano, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N050816,SOUTHWEST HIGH SCHOOL,F06025,13,CA,20940,"El Centro, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N050845,EL SEGUNDO HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N050858,LA COSTA CANYON HIGH SCHOOL,F06073,12,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050867,CRESPI CARMELITE HIGH SCHOOL,F06037,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050880,ESCONDIDO HIGH SCHOOL,F06073,21,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050883,SAN MARCOS HIGH SCHOOL,F06073,21,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N050893,CANYON CREST ACADEMY,F06073,11,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050900,EUREKA SENIOR HIGH SCHOOL,F06023,33,CA,21700,"Eureka-Arcata, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N050915,DEL CAMPO HIGH SCHOOL,F06067,21,CA,40900,"Sacramento-Roseville-Folsom, CA",472,"Sacramento-Roseville, CA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N050968,IRVINGTON HIGH SCHOOL,F06001,12,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N050970,MISSION SAN JOSE HIGH SCHOOL,F06001,12,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N051110,GROSSMONT HIGH SCHOOL,F06073,21,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N051172,HESPERIA CHRISTIAN SCHOOL,F06071,NA,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N051228,DR. TJ OWENS GILROY EARLY COLLEGE ACADEMY,F06085,41,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N051269,TARBUT V TORAH CMNTY DAY SCHL,F06059,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N051274,WOODBRIDGE HIGH SCHOOL,F06059,11,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
N051283,NORTHWOOD HS,F06059,11,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N051327,SONORA HIGH SCHOOL,F06059,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
N051362,BISHOP AMAT MEMORIAL HIGH SCHOOL,F06037,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N051450,CABRILLO HIGH SCHOOL,F06083,41,CA,42200,"Santa Maria-Santa Barbara, CA",N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N051508,LOS ALAMITOS HIGH SCHOOL,F06059,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N051514,THE KING'S ACADEMY,F06085,12,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
N051825,UNIVERSITY HIGH SCHOOL,F06037,11,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N051895,MIRA COSTA HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N051974,EL TORO HIGH SCHOOL,F06059,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N051978,MILPITAS HIGH SCHOOL,F06085,13,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N051984,UNIVERSITY HIGH SCHOOL,F06059,11,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
N051986,FRED C BEYER HIGH SCHOOL,F06099,12,CA,33700,"Modesto, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N052117,NEWBURY PARK HIGH SCHOOL,F06111,12,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N052240,OAKLAND TECHNICAL HIGH SCHOOL,F06001,11,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N052270,VILLANOVA PREPARATORY SCHOOL,F06111,NA,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N052282,MIRAMONTE HIGH SCHOOL,F06013,21,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N052358,PALOS VERDES HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N052460,PETALUMA HIGH SCHOOL,F06097,13,CA,42220,"Santa Rosa-Petaluma, CA",N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N052495,AMADOR VALLEY HIGH SCHOOL,F06001,13,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N052533,POWAY HIGH SCHOOL,F06073,21,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N052536,RANCHO BERNARDO HIGH SCHOOL,F06073,11,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N052546,RANCHO CUCAMONGA HIGH SCHOOL,F06071,21,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N052598,WOODCREEK HIGH SCHOOL,F06061,12,CA,40900,"Sacramento-Roseville-Folsom, CA",472,"Sacramento-Roseville, CA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N052600,REDONDO UNION HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
N052650,RIPON HIGH SCHOOL,F06077,31,CA,44700,"Stockton-Lodi, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N052658,ARLINGTON HIGH SCHOOL,F06065,11,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N052660,RIVERDALE HIGH SCHOOL,F06019,42,CA,23420,"Fresno, CA",260,"Fresno-Hanford-Corcoran, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N052663,NOTRE DAME HIGH SCHOOL,F06065,11,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N052664,NORTE VISTA SENIOR HIGH SCHOOL,F06065,11,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N052677,WOODCREST CHRISTIAN SCHOOL SYSTEM,F06065,11,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N052680,CHADWICK SCHOOL,F06037,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N052683,PALOS VERDES PENINSULA HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N052686,MARANATHA HIGH SCHOOL,F06037,12,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N052688,OAKMONT HIGH SCHOOL,F06061,12,CA,40900,"Sacramento-Roseville-Folsom, CA",472,"Sacramento-Roseville, CA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N052713,JOHN F KENNEDY HIGH SCHOOL,F06067,11,CA,40900,"Sacramento-Roseville-Folsom, CA",472,"Sacramento-Roseville, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N052746,NORTH SALINAS HIGH SCHOOL,F06053,12,CA,41500,"Salinas, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N052814,SAN CLEMENTE HIGH SCHOOL,F06059,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N052837,CLAIREMONT HIGH SCHOOL,F06073,11,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N052862,MT CARMEL HIGH SCHOOL,F06073,41,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N052870,POINT LOMA HIGH SCHOOL,F06073,11,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N052949,MIDDLE COLLEGE HIGH SCHOOL,F06071,12,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N052986,WESTVIEW HIGH SCHOOL,F06073,11,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N053010,ST IGNATIUS COLLEGE PREPARATORY,F06075,NA,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
