hs_code,HS_NAME,FIPS,LOCALE,HS_STATE,CBSA,NMCBSA,CSA,NMCSA,sem_5,sem_6,sem_8,sem_9,sem_11,sem_12,sem_14,sem_15,sem_17,sem_18,sem_20,sem_21,sem_23,sem_24,sem_26,sem_27,sem_29,sem_30,sem_32,sem_33
N445569,PLANO EAST SENIOR HIGH SCHOOL,F48085,11,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
N445573,PLANO WEST SENIOR HIGH SCHOOL,F48085,11,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N445578,JOHN PAUL II HIGH SCHOOL,F48085,NA,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
N445579,LIBERTY H S,F48085,21,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N445582,PLANO ISD ACADEMY H S,F48085,11,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N445715,PROSPER HIGH SCHOOL,F48085,21,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N445848,WILLIAM B TRAVIS H S,F48157,21,TX,26420,"Houston-Pasadena-The Woodlands, TX",288,"Houston-Pasadena, TX",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
N445862,GEORGE RANCH H S,F48157,21,TX,26420,"Houston-Pasadena-The Woodlands, TX",288,"Houston-Pasadena, TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N445895,ROBERT LEE HIGH SCHOOL,F48081,42,TX,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N445952,ROCKWALL HIGH SCHOOL,F48397,21,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N446025,ROUND ROCK HIGH SCHOOL,F48491,12,TX,12420,"Austin-Round Rock-San Marcos, TX",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N446027,CEDAR RIDGE H S,F48491,12,TX,12420,"Austin-Round Rock-San Marcos, TX",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N446087,SAGINAW H S,F48439,21,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N446090,SALADO HIGH SCHOOL,F48027,42,TX,28660,"Killeen-Temple, TX",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N446093,JOHNSON H S,F48029,11,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N446105,CORNERSTONE CHRISTIAN SCHOOLS,F48029,41,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N446120,ALAMO HEIGHTS HIGH SCHOOL,F48029,21,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
N446147,SAN ANTONIO CHRISTIAN SCHOOL,F48029,NA,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N446156,JOHN JAY HIGH SCHOOL,F48029,11,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N446204,ROBERT G COLE HIGH SCHOOL,F48029,11,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N446207,RONALD REAGAN HIGH SCHOOL,F48029,11,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N446215,STEVENS H S,F48029,11,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N446281,YOUNG WOMENS LEADERSHIP ACADEMY,F48029,11,TX,41700,"San Antonio-New Braunfels, TX",484,"San Antonio-New Braunfels-Kerrville, TX",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N446600,SMITHVILLE HIGH SCHOOL,F48021,42,TX,12420,"Austin-Round Rock-San Marcos, TX",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N446688,THE WOODLANDS PREPORATORY SCHOOL,F48201,41,TX,26420,"Houston-Pasadena-The Woodlands, TX",288,"Houston-Pasadena, TX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N446689,CARL WUNSCHE SR H S,F48201,21,TX,26420,"Houston-Pasadena-The Woodlands, TX",288,"Houston-Pasadena, TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N446785,JOHN FOSTER DULLES HIGH SCHOOL,F48157,12,TX,26420,"Houston-Pasadena-The Woodlands, TX",288,"Houston-Pasadena, TX",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N446989,COLONY HIGH SCHOOL,F48121,21,TX,19100,"Dallas-Fort Worth-Arlington, TX",206,"Dallas-Fort Worth, TX-OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N447043,TOMBALL HIGH SCHOOL,F48201,21,TX,26420,"Houston-Pasadena-The Woodlands, TX",288,"Houston-Pasadena, TX",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N447044,TOMBALL MEMORIAL H S,F48201,21,TX,26420,"Houston-Pasadena-The Woodlands, TX",288,"Houston-Pasadena, TX",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N447290,MIDWAY HIGH SCHOOL,F48309,12,TX,47380,"Waco, TX",N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N447481,IDEA COLLEGE PREP EDINBURG,F48215,NA,TX,32580,"McAllen-Edinburg-Mission, TX",365,"McAllen-Edinburg, TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N447555,WICHITA FALLS HIGH SCHOOL,F48485,12,TX,48660,"Wichita Falls, TX",N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N447640,FRENSHIP HIGH SCHOOL,F48303,21,TX,31180,"Lubbock, TX",352,"Lubbock-Plainview, TX",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N448108,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N450017,GREEN CANYON HIGH SCHOOL,F49005,NA,UT,30860,"Logan, UT-ID",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N450235,MURRAY HIGH SCHOOL,F49035,13,UT,41620,"Salt Lake City-Murray, UT",482,"Salt Lake City-Provo-Orem, UT-ID",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N450312,BRIGHAM YOUNG UNIV INDEP HS,F49049,NA,UT,39340,"Provo-Orem-Lehi, UT",482,"Salt Lake City-Provo-Orem, UT-ID",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N450408,SKY VIEW HIGH SCHOOL,F49005,22,UT,30860,"Logan, UT-ID",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N460175,CHAMPLAIN VALLEY UNION HIGH SCHOOL,F50007,42,VT,15540,"Burlington-South Burlington, VT",162,"Burlington-South Burlington-Barre, VT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N460413,SOUTH BURLINGTON HIGH SCHOOL,F50007,13,VT,15540,"Burlington-South Burlington, VT",162,"Burlington-South Burlington-Barre, VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N460495,HARTFORD HIGH SCHOOL,F50027,33,VT,30150,"Lebanon-Claremont, NH-VT",N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N470028,HAYFIELD SECONDARY SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N470054,THOMAS JEFFERSON HIGH SCHOOL OF SCIENCE AND TECHNO,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N470064,RIVERSIDE HIGH,F51107,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N470072,VIRGINIA VIRTUAL ACADEMY,F51059,NA,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N470132,DODEA VIRTUAL HIGH SCHOOL,F51510,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N470139,STONE BRIDGE HIGH,F51107,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N470353,LAKE BRADDOCK SECONDARY SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N470402,CHANTILLY HIGH SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N470406,WESTFIELD HIGH,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N470520,CHURCHLAND HIGH SCHOOL,F51740,13,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",545,"Virginia Beach-Chesapeake, VA-NC",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N470788,W T WOODSON HIGH SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N470789,JAMES W ROBINSON JUNIOR SECONDARY SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N470794,GEORGE C MARSHALL HIGH SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
N470795,GEORGE MASON HIGH SCHOOL,F51610,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N471065,HERNDON HIGH SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N471345,OSBOURN PARK SENIOR HIGH SCHOOL,F51153,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N471395,MCLEAN HIGH SCHOOL,F51059,13,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N471429,CLOVER HILL HIGH SCHOOL,F51041,21,VA,40060,"Richmond, VA",N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N471430,MIDLOTHIAN HIGH SCHOOL,F51041,21,VA,40060,"Richmond, VA",N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N471561,KETTLE RUN HIGH SCHOOL,F51153,41,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N471590,GREAT BRIDGE HIGH SCHOOL,F51550,11,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",545,"Virginia Beach-Chesapeake, VA-NC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N471744,ALLIANCE CHRISTIAN SCHOOLS,F51740,13,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",545,"Virginia Beach-Chesapeake, VA-NC",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N471785,POWHATAN HIGH SCHOOL,F51145,41,VA,40060,"Richmond, VA",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N471804,WOODGROVE HIGH,F51107,31,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
N471826,SOUTH LAKES HIGH SCHOOL,F51059,13,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N471933,CAVE SPRING HIGH SCHOOL,F51161,22,VA,40220,"Roanoke, VA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N472110,FREEDOM HIGH,F51107,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N472140,WEST SPRINGFIELD HIGH SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N472273,LANDSTOWN HIGH,F51810,11,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",545,"Virginia Beach-Chesapeake, VA-NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
N472278,JAMES MADISON HIGH SCHOOL,F51059,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N472287,FLOYD E KELLAM HIGH SCHOOL,F51810,11,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",545,"Virginia Beach-Chesapeake, VA-NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N472403,JAMESTOWN HIGH SCHOOL,F51095,23,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",545,"Virginia Beach-Chesapeake, VA-NC",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N472468,FOREST PARK SENIOR HS,F51153,21,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N480013,NORTH CREEK HIGH SCHOOL,F53061,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N480069,INTERLAKE HIGH SCHOOL,F53033,12,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N480083,SEHOME HIGH SCHOOL,F53073,13,WA,13380,"Bellingham, WA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N480091,SQUALICUM HIGH SCHOOL,F53073,13,WA,13380,"Bellingham, WA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N480159,RIDGELINE HIGH SCHOOL,F53063,NA,WA,44060,"Spokane-Spokane Valley, WA",518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N480344,EDMONDS-WOODWAY HIGH SCHOOL,F53061,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N480383,CASCADE SENIOR HIGH SCHOOL,F53061,12,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N480501,SKYLINE HIGH SCHOOL,F53033,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N480502,LIBERTY HIGH SCHOOL,F53033,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N480548,EASTLAKE HIGH SCHOOL,F53033,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
N480698,MERCER ISLAND HIGH SCHOOL,F53033,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N480758,KAMIAK HIGH SCHOOL,F53061,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
N480810,OAK HARBOR HIGH SCHOOL,F53029,32,WA,36020,"Oak Harbor, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
N480835,OLYMPIA HIGH SCHOOL,F53067,13,WA,36500,"Olympia-Lacey-Tumwater, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N480870,GARFIELD-PALOUSE HIGH SCHOOL,F53075,43,WA,39420,"Pullman, WA",446,"Pullman-Moscow, WA-ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N480976,TESLA STEM HIGH SCHOOL,F53033,21,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N480978,REDMOND HIGH SCHOOL,F53033,13,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N481000,RICHLAND HIGH SCHOOL,F53005,13,WA,28420,"Kennewick-Richland, WA",314,"Kennewick-Richland-Walla Walla, WA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N481112,INGRAHAM HIGH SCHOOL,F53033,11,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N481142,APEX LEARNING,F53033,NA,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N481185,SEQUIM HIGH SCHOOL,F53009,32,WA,38820,"Port Angeles, WA",N,N,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N481265,LEWIS AND CLARK HIGH SCHOOL,F53063,12,WA,44060,"Spokane-Spokane Valley, WA",518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N481477,MOUNTAIN VIEW HIGH SCHOOL,F53011,12,WA,38900,"Portland-Vancouver-Hillsboro, OR-WA",440,"Portland-Vancouver-Salem, OR-WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N481580,BAINBRIDGE HIGH SCHOOL,F53035,22,WA,14740,"Bremerton-Silverdale-Port Orchard, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N481592,BEAR CREEK SCHOOL,F53033,NA,WA,42660,"Seattle-Tacoma-Bellevue, WA",500,"Seattle-Tacoma, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N481600,WOODLAND HIGH SCHOOL,F53015,31,WA,31020,"Longview-Kelso, WA",440,"Portland-Vancouver-Salem, OR-WA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N490175,MUSSELMAN HIGH SCHOOL,F54003,22,WV,25180,"Hagerstown-Martinsburg, MD-WV",548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N500032,FREEDOMPROJECT ACADEMY,F55087,NA,WI,11540,"Appleton, WI",118,"Appleton-Oshkosh-Neenah, WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N500035,ALTOONA HIGH SCHOOL,F55035,22,WI,20740,"Eau Claire, WI",232,"Eau Claire-Menomonie, WI",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
N500045,AMERY HIGH SCHOOL,F55095,43,WI,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
N500058,EAST HIGH,F55087,13,WI,11540,"Appleton, WI",118,"Appleton-Oshkosh-Neenah, WI",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N500060,APPLETON WEST HIGH SCHOOL,F55087,13,WI,11540,"Appleton, WI",118,"Appleton-Oshkosh-Neenah, WI",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
N500063,XAVIER HIGH SCHOOL,F55087,13,WI,11540,"Appleton, WI",118,"Appleton-Oshkosh-Neenah, WI",0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0
N500064,APPLETON NORTH HIGH SCHOOL,F55087,13,WI,11540,"Appleton, WI",118,"Appleton-Oshkosh-Neenah, WI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N500125,BALDWIN-WOODVILLE HIGH SCHOOL,F55109,42,WI,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N500130,UNITY HIGH SCHOOL,F55095,43,WI,N,Non_CBSA,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N500165,BEAVER DAM HIGH SCHOOL,F55027,32,WI,13180,"Beaver Dam, WI",376,"Milwaukee-Racine-Waukesha, WI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N500170,WAYLAND ACADEMY,F55027,32,WI,13180,"Beaver Dam, WI",376,"Milwaukee-Racine-Waukesha, WI",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N500183,BELOIT MEMORIAL HIGH SCHOOL,F55105,13,WI,27500,"Janesville-Beloit, WI",357,"Madison-Janesville-Beloit, WI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N500194,ROCK COUNTY CHRISTIAN SCHOOL,F55105,23,WI,27500,"Janesville-Beloit, WI",357,"Madison-Janesville-Beloit, WI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N500200,BERLIN SENIOR HS,F55047,32,WI,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N500220,BLACK RIVER FALLS HIGH SCHOOL,F55053,32,WI,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N500230,PECATONICA AREA HIGH SCHOOL,F55065,42,WI,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N500265,BOYCEVILLE SENIOR HIGH SCHOOL,F55033,42,WI,32860,"Menomonie, WI",232,"Eau Claire-Menomonie, WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N500281,BROOKFIELD EAST HIGH SCHOOL,F55133,21,WI,33340,"Milwaukee-Waukesha, WI",376,"Milwaukee-Racine-Waukesha, WI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N500282,BROOKFIELD CENTRAL HIGH SCHOOL,F55133,21,WI,33340,"Milwaukee-Waukesha, WI",376,"Milwaukee-Racine-Waukesha, WI",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N500295,SOUTHERN DOOR HIGH SCHOOL,F55029,42,WI,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
